pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,pv_bus_vn_kv,existing_load_at_bus_kw,transformer_association,feeder_section,transformer_sn_kva,base_voltage_pu,feeder_distance_km,upstream_r_ohm,upstream_x_ohm,upstream_z_ohm,pv_penetration_ratio,pv_to_transformer_ratio,new_pv_to_transformer_ratio,load_to_transformer_ratio,label
756,9.7,18.4,28.099999999999998,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.18129032258064515,0.09366666666666666,0.06133333333333333,0.5166666666666667,SAFE
770,0.0,15.2,15.2,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.033777777777777775,0.010133333333333333,0.010133333333333333,0.3,SAFE
716,0.0,9.9,9.9,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.6246056782334385,0.033,0.033,0.05283333333333333,SAFE
740,9.8,17.3,27.1,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.36133333333333334,0.18066666666666667,0.11533333333333334,0.5,SAFE
6232,0.0,2.7,2.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,2.7,0.009000000000000001,0.009000000000000001,0.0,SAFE
759,0.0,11.2,11.2,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.32,0.07466666666666666,0.07466666666666666,0.23333333333333334,SAFE
759,9.5,12.1,21.6,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.6171428571428572,0.14400000000000002,0.08066666666666666,0.23333333333333334,SAFE
715,0.0,13.8,13.8,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,13.8,0.0027600000000000003,0.0027600000000000003,0.0,SAFE
6211,0.0,18.4,18.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,18.4,0.06133333333333333,0.06133333333333333,0.0,SAFE
633,0.0,13.1,13.1,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,13.1,0.08733333333333333,0.08733333333333333,0.0,SAFE
772,0.0,13.3,13.3,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.133,0.044333333333333336,0.044333333333333336,0.3333333333333333,SAFE
625,0.0,19.0,19.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,19.0,0.06333333333333334,0.06333333333333334,0.0,SAFE
7482,0.0,3.2,3.2,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,3.2,0.021333333333333336,0.021333333333333336,0.0,SAFE
7691,0.0,3.6,3.6,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,3.6,0.024,0.024,0.0,SAFE
7692,2.4,9.0,11.4,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,11.4,0.076,0.06,0.0,SAFE
6321,6.5,13.4,19.9,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,19.9,0.13266666666666665,0.08933333333333333,0.0,SAFE
764,0.0,1.6,1.6,0.24,46.0,T14,Branch_752-765,150.0,0.9365,42.617,29.4074,21.7473,36.5751,0.034782608695652174,0.010666666666666668,0.010666666666666668,0.30666666666666664,SAFE
6332,0.0,9.4,9.4,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,9.4,0.06266666666666666,0.06266666666666666,0.0,SAFE
6232,5.9,2.9,8.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,8.8,0.029333333333333336,0.009666666666666667,0.0,SAFE
6231,0.0,2.2,2.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,2.2,0.007333333333333334,0.007333333333333334,0.0,SAFE
720,1.8,19.0,20.8,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.3151515151515152,0.06933333333333333,0.06333333333333334,0.22,SAFE
739,0.0,13.2,13.2,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.32116788321167883,0.088,0.088,0.274,SAFE
622,0.0,2.0,2.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,2.0,0.006666666666666667,0.006666666666666667,0.0,SAFE
721,0.0,16.0,16.0,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,16.0,0.0032,0.0032,0.0,SAFE
7693,0.0,4.9,4.9,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,4.9,0.03266666666666667,0.03266666666666667,0.0,SAFE
743,0.0,7.2,7.2,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.030000000000000002,0.024,0.024,0.8,SAFE
620,9.9,6.3,16.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,16.2,0.054,0.020999999999999998,0.0,SAFE
7692,0.0,5.8,5.8,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,5.8,0.03866666666666667,0.03866666666666667,0.0,SAFE
623,0.0,3.5,3.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,3.5,0.011666666666666667,0.011666666666666667,0.0,SAFE
748,0.0,12.2,12.2,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.1586888657648283,0.08133333333333333,0.08133333333333333,0.5125333333333333,SAFE
759,5.7,2.0,7.7,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.22,0.051333333333333335,0.013333333333333334,0.23333333333333334,SAFE
633,5.6,10.0,15.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,15.6,0.104,0.06666666666666667,0.0,SAFE
715,0.0,9.6,9.6,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,9.6,0.0019199999999999998,0.0019199999999999998,0.0,SAFE
625,6.9,14.8,21.700000000000003,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,21.700000000000003,0.07233333333333335,0.04933333333333333,0.0,SAFE
772,1.5,9.7,11.2,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.11199999999999999,0.03733333333333333,0.03233333333333333,0.3333333333333333,SAFE
7393,0.0,17.1,17.1,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,17.1,0.114,0.114,0.0,SAFE
715,1.7,10.3,12.0,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,12.0,0.0024,0.00206,0.0,SAFE
710,0.0,7.1,7.1,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.08875,0.023666666666666666,0.023666666666666666,0.26666666666666666,SAFE
721,0.0,6.2,6.2,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,6.2,0.00124,0.00124,0.0,SAFE
7693,0.0,14.5,14.5,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,14.5,0.09666666666666666,0.09666666666666666,0.0,SAFE
7643,0.0,6.6,6.6,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,6.6,0.044,0.044,0.0,SAFE
6331,8.7,2.9,11.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,11.6,0.07733333333333334,0.019333333333333334,0.0,SAFE
7693,0.0,14.7,14.7,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,14.7,0.09799999999999999,0.09799999999999999,0.0,SAFE
7121,0.0,17.9,17.9,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,17.9,0.05966666666666666,0.05966666666666666,0.0,SAFE
7122,3.8,8.6,12.399999999999999,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,12.399999999999999,0.041333333333333326,0.028666666666666667,0.0,SAFE
6202,0.0,13.6,13.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,13.6,0.04533333333333333,0.04533333333333333,0.0,SAFE
724,0.0,14.0,14.0,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,14.0,0.0028,0.0028,0.0,SAFE
712,0.0,16.8,16.8,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.25846153846153846,0.056,0.056,0.21666666666666667,SAFE
714,0.0,15.1,15.1,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.06291666666666666,0.5033333333333333,0.5033333333333333,8.0,SAFE
721,0.0,11.6,11.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,11.6,0.00232,0.00232,0.0,SAFE
6212,0.0,13.7,13.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,13.7,0.04566666666666666,0.04566666666666666,0.0,SAFE
6322,9.7,17.5,27.2,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,27.2,0.18133333333333332,0.11666666666666667,0.0,SAFE
6201,0.0,7.7,7.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,7.7,0.025666666666666667,0.025666666666666667,0.0,SAFE
739,0.0,3.9,3.9,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.0948905109489051,0.026,0.026,0.274,SAFE
716,0.0,15.5,15.5,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.9779179810725552,0.051666666666666666,0.051666666666666666,0.05283333333333333,SAFE
6322,8.4,17.1,25.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,25.5,0.17,0.114,0.0,SAFE
623,0.0,12.6,12.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,12.6,0.041999999999999996,0.041999999999999996,0.0,SAFE
762,0.0,1.6,1.6,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.035555555555555556,0.010666666666666668,0.010666666666666668,0.3,SAFE
6201,0.0,18.5,18.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,18.5,0.06166666666666667,0.06166666666666667,0.0,SAFE
730,0.0,17.5,17.5,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.20588235294117646,0.058333333333333334,0.058333333333333334,0.2833333333333333,SAFE
6261,9.7,2.3,12.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,12.0,0.04,0.007666666666666666,0.0,SAFE
712,0.0,15.2,15.2,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.23384615384615384,0.050666666666666665,0.050666666666666665,0.21666666666666667,SAFE
6321,0.0,9.6,9.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,9.6,0.064,0.064,0.0,SAFE
6201,6.1,14.7,20.799999999999997,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,20.799999999999997,0.06933333333333333,0.048999999999999995,0.0,SAFE
710,0.0,17.8,17.8,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.2225,0.059333333333333335,0.059333333333333335,0.26666666666666666,SAFE
626,0.0,13.8,13.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,13.8,0.046,0.046,0.0,SAFE
6322,0.0,10.2,10.2,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,10.2,0.06799999999999999,0.06799999999999999,0.0,SAFE
762,0.0,5.1,5.1,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.11333333333333333,0.033999999999999996,0.033999999999999996,0.3,SAFE
6222,0.0,9.2,9.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,9.2,0.030666666666666665,0.030666666666666665,0.0,SAFE
7481,0.0,11.0,11.0,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,11.0,0.07333333333333333,0.07333333333333333,0.0,SAFE
740,0.0,8.5,8.5,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.11333333333333333,0.056666666666666664,0.056666666666666664,0.5,SAFE
620,7.9,4.9,12.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,12.8,0.04266666666666667,0.016333333333333335,0.0,SAFE
756,0.0,6.5,6.5,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.041935483870967745,0.021666666666666667,0.021666666666666667,0.5166666666666667,SAFE
7482,0.0,15.2,15.2,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,15.2,0.10133333333333333,0.10133333333333333,0.0,SAFE
6242,0.0,11.1,11.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,11.1,0.037,0.037,0.0,SAFE
6231,1.4,2.4,3.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,3.8,0.012666666666666666,0.008,0.0,SAFE
622,0.0,9.7,9.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,9.7,0.03233333333333333,0.03233333333333333,0.0,SAFE
6202,0.0,11.9,11.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,11.9,0.03966666666666667,0.03966666666666667,0.0,SAFE
6321,0.0,6.5,6.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,6.5,0.043333333333333335,0.043333333333333335,0.0,SAFE
6211,5.1,4.3,9.399999999999999,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,9.399999999999999,0.03133333333333333,0.014333333333333333,0.0,SAFE
6232,3.2,2.7,5.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,5.9,0.01966666666666667,0.009000000000000001,0.0,SAFE
6261,0.0,11.0,11.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,11.0,0.03666666666666667,0.03666666666666667,0.0,SAFE
6201,0.0,15.2,15.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,15.2,0.050666666666666665,0.050666666666666665,0.0,SAFE
726,0.0,2.5,2.5,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,2.5,0.0005,0.0005,0.0,SAFE
7643,4.1,10.7,14.799999999999999,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,14.799999999999999,0.09866666666666667,0.07133333333333333,0.0,SAFE
723,0.0,5.5,5.5,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,5.5,0.0011,0.0011,0.0,SAFE
733,0.0,4.3,4.3,0.24,0.0,-,Main_720-734,5000.0,0.91348,17.0383,11.6797,8.589,14.4978,4.3,0.00086,0.00086,0.0,SAFE
708,5.4,4.4,9.8,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.13066666666666668,0.03266666666666667,0.014666666666666668,0.25,SAFE
7121,6.8,13.9,20.7,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,20.7,0.06899999999999999,0.04633333333333334,0.0,SAFE
6211,0.0,17.4,17.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,17.4,0.057999999999999996,0.057999999999999996,0.0,SAFE
724,0.0,9.4,9.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,9.4,0.0018800000000000002,0.0018800000000000002,0.0,SAFE
772,0.0,16.1,16.1,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.161,0.05366666666666667,0.05366666666666667,0.3333333333333333,SAFE
6231,0.0,10.6,10.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,10.6,0.035333333333333335,0.035333333333333335,0.0,SAFE
7121,0.0,1.7,1.7,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,1.7,0.005666666666666666,0.005666666666666666,0.0,SAFE
769,8.7,2.5,11.2,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.27317073170731704,0.07466666666666666,0.016666666666666666,0.2733333333333333,SAFE
7483,0.0,8.3,8.3,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,8.3,0.05533333333333334,0.05533333333333334,0.0,SAFE
625,6.9,9.5,16.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,16.4,0.05466666666666666,0.03166666666666667,0.0,SAFE
6211,0.0,12.5,12.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,12.5,0.041666666666666664,0.041666666666666664,0.0,SAFE
632,8.5,9.6,18.1,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,18.1,0.12066666666666667,0.064,0.0,SAFE
710,0.0,10.6,10.6,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.1325,0.035333333333333335,0.035333333333333335,0.26666666666666666,SAFE
751,5.7,14.4,20.1,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,20.1,0.0134,0.009600000000000001,0.0,SAFE
725,4.5,7.9,12.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,12.4,0.00248,0.00158,0.0,SAFE
6221,0.0,13.9,13.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,13.9,0.04633333333333334,0.04633333333333334,0.0,SAFE
6212,0.0,2.3,2.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,2.3,0.007666666666666666,0.007666666666666666,0.0,SAFE
6251,6.9,6.4,13.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,13.3,0.044333333333333336,0.021333333333333336,0.0,SAFE
724,0.0,7.3,7.3,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,7.3,0.00146,0.00146,0.0,SAFE
723,0.0,18.4,18.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,18.4,0.0036799999999999997,0.0036799999999999997,0.0,SAFE
6252,1.8,3.5,5.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,5.3,0.017666666666666667,0.011666666666666667,0.0,SAFE
6242,0.0,13.2,13.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,13.2,0.044,0.044,0.0,SAFE
721,7.6,13.7,21.299999999999997,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,21.299999999999997,0.004259999999999999,0.00274,0.0,SAFE
7643,5.6,2.8,8.399999999999999,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,8.399999999999999,0.05599999999999999,0.018666666666666665,0.0,SAFE
622,0.0,7.9,7.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.9,0.026333333333333334,0.026333333333333334,0.0,SAFE
739,2.7,7.5,10.2,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.2481751824817518,0.06799999999999999,0.05,0.274,SAFE
722,0.0,3.9,3.9,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,3.9,0.00078,0.00078,0.0,SAFE
714,0.0,10.6,10.6,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.04416666666666667,0.35333333333333333,0.35333333333333333,8.0,SAFE
7643,0.0,1.7,1.7,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,1.7,0.011333333333333332,0.011333333333333332,0.0,SAFE
721,0.0,12.3,12.3,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,12.3,0.00246,0.00246,0.0,SAFE
730,8.3,16.8,25.1,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.2952941176470588,0.08366666666666667,0.056,0.2833333333333333,SAFE
726,0.0,14.7,14.7,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,14.7,0.00294,0.00294,0.0,SAFE
6232,0.0,13.9,13.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,13.9,0.04633333333333334,0.04633333333333334,0.0,SAFE
6332,8.1,12.6,20.7,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,20.7,0.13799999999999998,0.08399999999999999,0.0,SAFE
743,0.0,11.1,11.1,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.04625,0.037,0.037,0.8,SAFE
7392,0.0,18.2,18.2,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,18.2,0.12133333333333333,0.12133333333333333,0.0,SAFE
6332,0.0,9.8,9.8,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,9.8,0.06533333333333334,0.06533333333333334,0.0,SAFE
6242,0.0,10.6,10.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,10.6,0.035333333333333335,0.035333333333333335,0.0,SAFE
725,2.2,16.5,18.7,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,18.7,0.00374,0.0033,0.0,SAFE
756,0.0,2.0,2.0,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.012903225806451613,0.006666666666666667,0.006666666666666667,0.5166666666666667,SAFE
6241,0.0,11.5,11.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,11.5,0.03833333333333333,0.03833333333333333,0.0,SAFE
7642,0.0,17.2,17.2,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,17.2,0.11466666666666667,0.11466666666666667,0.0,SAFE
725,2.3,6.2,8.5,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,8.5,0.0017,0.00124,0.0,SAFE
6331,8.4,2.7,11.100000000000001,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,11.100000000000001,0.07400000000000001,0.018000000000000002,0.0,SAFE
6222,0.0,18.7,18.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,18.7,0.06233333333333333,0.06233333333333333,0.0,SAFE
6252,0.0,10.5,10.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,10.5,0.035,0.035,0.0,SAFE
710,0.0,8.1,8.1,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.10124999999999999,0.027,0.027,0.26666666666666666,SAFE
714,0.0,16.9,16.9,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.07041666666666666,0.5633333333333332,0.5633333333333332,8.0,SAFE
723,0.0,3.6,3.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,3.6,0.00072,0.00072,0.0,SAFE
7392,0.0,14.2,14.2,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,14.2,0.09466666666666666,0.09466666666666666,0.0,SAFE
7392,0.0,9.5,9.5,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,9.5,0.06333333333333334,0.06333333333333334,0.0,SAFE
710,0.0,1.4,1.4,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.017499999999999998,0.004666666666666666,0.004666666666666666,0.26666666666666666,SAFE
724,5.7,11.4,17.1,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,17.1,0.0034200000000000003,0.00228,0.0,SAFE
716,0.0,15.7,15.7,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.9905362776025236,0.05233333333333333,0.05233333333333333,0.05283333333333333,SAFE
720,0.0,1.9,1.9,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.028787878787878786,0.006333333333333333,0.006333333333333333,0.22,SAFE
7122,5.5,2.2,7.7,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,7.7,0.025666666666666667,0.007333333333333334,0.0,SAFE
7691,0.0,1.3,1.3,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,1.3,0.008666666666666666,0.008666666666666666,0.0,SAFE
