pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label
722,0.24,0,14,14,0.0,14.0,-,Main_720-734,SAFE
7483,0.24,0,176,176,0.0,176.0,T8,LV_secondary_T2_T4,CAUTION
726,0.24,0,183,183,0.0,183.0,-,Main_720-734,CONSTRAINED
715,0.208,0,237,237,0.0,237.0,-,Branch_701-708,SAFE
620,0.24,0,40,40,0.0,40.0,T2,LV_secondary_T2_T4,SAFE
6322,0.24,0,103,103,0.0,103.0,T4,LV_secondary_T2_T4,CAUTION
632,0.24,0,121,121,0.0,121.0,T4,LV_secondary_T2_T4,CAUTION
739,0.24,0,70,70,41.1,1.70316301703163,T6,Main_735-750,CAUTION
6211,0.24,15,95,110,0.0,110.0,T2,LV_secondary_T2_T4,CAUTION
6211,0.24,0,214,214,0.0,214.0,T2,LV_secondary_T2_T4,CONSTRAINED
6232,0.24,8,185,193,0.0,193.0,T2,LV_secondary_T2_T4,CONSTRAINED
739,0.24,15,19,34,41.1,0.8272506082725061,T6,Main_735-750,SAFE
759,0.24,15,108,123,35.0,3.5142857142857142,T12,Branch_752-765,CAUTION
6221,0.24,0,215,215,0.0,215.0,T2,LV_secondary_T2_T4,CONSTRAINED
714,0.208,0,36,36,240.0,0.15,T24,Branch_701-708,SAFE
751,0.48,7,201,208,0.0,208.0,T9,other,SAFE
769,0.24,14,28,42,41.0,1.024390243902439,T22,Delta_766-772,SAFE
743,0.24,0,56,56,240.0,0.23333333333333334,T7,Main_735-750,SAFE
726,0.24,15,108,123,0.0,123.0,-,Main_720-734,CONSTRAINED
712,0.24,0,28,28,65.0,0.4307692307692308,T18,Branch_701-708,SAFE
730,0.24,0,132,132,85.0,1.5529411764705883,T23,Main_720-734,CAUTION
6221,0.24,12,15,27,0.0,27.0,T2,LV_secondary_T2_T4,SAFE
7121,0.24,0,47,47,0.0,47.0,T18,LV_secondary_T2_T4,SAFE
7483,0.24,0,5,5,0.0,5.0,T8,LV_secondary_T2_T4,SAFE
710,0.208,5,233,238,80.0,2.975,T17,Branch_701-708,CAUTION
6242,0.24,0,124,124,0.0,124.0,T2,LV_secondary_T2_T4,CAUTION
6222,0.24,5,186,191,0.0,191.0,T2,LV_secondary_T2_T4,CONSTRAINED
6212,0.24,9,210,219,0.0,219.0,T2,LV_secondary_T2_T4,CONSTRAINED
722,0.24,5,17,22,0.0,22.0,-,Main_720-734,SAFE
7693,0.24,0,60,60,0.0,60.0,T22,LV_secondary_T2_T4,CAUTION
710,0.208,0,140,140,80.0,1.75,T17,Branch_701-708,CAUTION
6241,0.24,0,140,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION
756,0.208,12,17,29,155.0,0.1870967741935484,T11,Branch_752-765,SAFE
7121,0.24,0,169,169,0.0,169.0,T18,LV_secondary_T2_T4,CAUTION
772,0.208,14,159,173,100.0,1.73,T19,Delta_766-772,CAUTION
6212,0.24,0,150,150,0.0,150.0,T2,LV_secondary_T2_T4,CONSTRAINED
7641,0.24,0,116,116,0.0,116.0,T14,LV_secondary_T2_T4,CAUTION
732,0.24,0,176,176,25.4,6.929133858267717,T4,Main_720-734,CAUTION
7393,0.24,0,141,141,0.0,141.0,T6,LV_secondary_T2_T4,CAUTION
6262,0.24,15,137,152,0.0,152.0,T2,LV_secondary_T2_T4,CONSTRAINED
6321,0.24,9,131,140,0.0,140.0,T4,LV_secondary_T2_T4,CAUTION
724,0.24,13,24,37,0.0,37.0,-,Main_720-734,SAFE
625,0.24,0,61,61,0.0,61.0,T2,LV_secondary_T2_T4,CAUTION
740,0.24,11,104,115,75.0,1.5333333333333334,T5,Main_735-750,CAUTION
748,0.24,0,222,222,76.88,2.8876170655567117,T8,Main_735-750,CONSTRAINED
6202,0.24,6,75,81,0.0,81.0,T2,LV_secondary_T2_T4,CAUTION
714,0.208,0,93,93,240.0,0.3875,T24,Branch_701-708,SAFE
759,0.24,0,81,81,35.0,2.3142857142857145,T12,Branch_752-765,CAUTION
7693,0.24,12,128,140,0.0,140.0,T22,LV_secondary_T2_T4,CAUTION
715,0.208,0,174,174,0.0,174.0,-,Branch_701-708,SAFE
723,0.24,0,188,188,0.0,188.0,-,Main_720-734,CONSTRAINED
6331,0.24,0,140,140,0.0,140.0,T4,LV_secondary_T2_T4,CONSTRAINED
6222,0.24,0,142,142,0.0,142.0,T2,LV_secondary_T2_T4,CONSTRAINED
714,0.208,6,165,171,240.0,0.7125,T24,Branch_701-708,SAFE
7692,0.24,0,113,113,0.0,113.0,T22,LV_secondary_T2_T4,CAUTION
721,0.24,0,80,80,0.0,80.0,-,Main_720-734,CAUTION
622,0.24,0,110,110,0.0,110.0,T2,LV_secondary_T2_T4,CONSTRAINED
7693,0.24,0,45,45,0.0,45.0,T22,LV_secondary_T2_T4,SAFE
730,0.24,0,26,26,85.0,0.3058823529411765,T23,Main_720-734,SAFE
770,0.24,0,35,35,450.0,0.07777777777777778,T15,Delta_766-772,SAFE
733,0.24,10,212,222,0.0,222.0,-,Main_720-734,CONSTRAINED
7483,0.24,0,54,54,0.0,54.0,T8,LV_secondary_T2_T4,SAFE
6261,0.24,9,91,100,0.0,100.0,T2,LV_secondary_T2_T4,CONSTRAINED
6321,0.24,0,81,81,0.0,81.0,T4,LV_secondary_T2_T4,CAUTION
726,0.24,0,77,77,0.0,77.0,-,Main_720-734,CONSTRAINED
7481,0.24,0,126,126,0.0,126.0,T8,LV_secondary_T2_T4,CAUTION
6252,0.24,0,223,223,0.0,223.0,T2,LV_secondary_T2_T4,CONSTRAINED
725,0.24,0,89,89,0.0,89.0,-,Main_720-734,CONSTRAINED
759,0.24,15,50,65,35.0,1.8571428571428572,T12,Branch_752-765,CAUTION
764,0.24,0,229,229,46.0,4.978260869565218,T14,Branch_752-765,CONSTRAINED
6201,0.24,0,28,28,0.0,28.0,T2,LV_secondary_T2_T4,SAFE
633,0.24,13,15,28,0.0,28.0,T4,LV_secondary_T2_T4,SAFE
7393,0.24,0,246,246,0.0,246.0,T6,LV_secondary_T2_T4,CONSTRAINED
7122,0.24,11,139,150,0.0,150.0,T18,LV_secondary_T2_T4,CAUTION
724,0.24,0,247,247,0.0,247.0,-,Main_720-734,CONSTRAINED
6262,0.24,14,44,58,0.0,58.0,T2,LV_secondary_T2_T4,CONSTRAINED
748,0.24,0,176,176,76.88,2.2892819979188346,T8,Main_735-750,CAUTION
732,0.24,0,126,126,25.4,4.960629921259843,T4,Main_720-734,CAUTION
730,0.24,0,173,173,85.0,2.0352941176470587,T23,Main_720-734,CAUTION
708,0.24,0,234,234,75.0,3.12,T16,Branch_701-708,CAUTION
712,0.24,0,120,120,65.0,1.8461538461538463,T18,Branch_701-708,CAUTION
723,0.24,0,149,149,0.0,149.0,-,Main_720-734,CONSTRAINED
748,0.24,15,212,227,76.88,2.9526534859521334,T8,Main_735-750,CONSTRAINED
7122,0.24,7,72,79,0.0,79.0,T18,LV_secondary_T2_T4,CAUTION
743,0.24,0,11,11,240.0,0.04583333333333333,T7,Main_735-750,SAFE
740,0.24,0,75,75,75.0,1.0,T5,Main_735-750,SAFE
6202,0.24,0,232,232,0.0,232.0,T2,LV_secondary_T2_T4,CAUTION
6241,0.24,0,160,160,0.0,160.0,T2,LV_secondary_T2_T4,CONSTRAINED
7392,0.24,5,61,66,0.0,66.0,T6,LV_secondary_T2_T4,CAUTION
728,0.24,0,186,186,38.0,4.894736842105263,T3,Main_720-734,CONSTRAINED
6322,0.24,11,198,209,0.0,209.0,T4,LV_secondary_T2_T4,CONSTRAINED
725,0.24,0,146,146,0.0,146.0,-,Main_720-734,CONSTRAINED
632,0.24,0,13,13,0.0,13.0,T4,LV_secondary_T2_T4,SAFE
721,0.24,0,175,175,0.0,175.0,-,Main_720-734,CONSTRAINED
740,0.24,0,216,216,75.0,2.88,T5,Main_735-750,CAUTION
7393,0.24,0,146,146,0.0,146.0,T6,LV_secondary_T2_T4,CAUTION
6242,0.24,0,63,63,0.0,63.0,T2,LV_secondary_T2_T4,SAFE
7692,0.24,0,169,169,0.0,169.0,T22,LV_secondary_T2_T4,CAUTION
6262,0.24,0,199,199,0.0,199.0,T2,LV_secondary_T2_T4,CONSTRAINED
626,0.24,9,40,49,0.0,49.0,T2,LV_secondary_T2_T4,CAUTION
708,0.24,0,35,35,75.0,0.4666666666666667,T16,Branch_701-708,SAFE
7692,0.24,0,219,219,0.0,219.0,T22,LV_secondary_T2_T4,CONSTRAINED
7121,0.24,0,125,125,0.0,125.0,T18,LV_secondary_T2_T4,CAUTION
716,0.48,7,50,57,15.85,3.5962145110410098,T24(HV),Branch_701-708,CONSTRAINED
6321,0.24,0,39,39,0.0,39.0,T4,LV_secondary_T2_T4,SAFE
7391,0.24,0,35,35,0.0,35.0,T6,LV_secondary_T2_T4,SAFE
756,0.208,0,124,124,155.0,0.8,T11,Branch_752-765,SAFE
710,0.208,0,158,158,80.0,1.975,T17,Branch_701-708,CAUTION
6212,0.24,0,154,154,0.0,154.0,T2,LV_secondary_T2_T4,CONSTRAINED
7641,0.24,0,188,188,0.0,188.0,T14,LV_secondary_T2_T4,CONSTRAINED
632,0.24,0,100,100,0.0,100.0,T4,LV_secondary_T2_T4,CAUTION
764,0.24,3,199,202,46.0,4.391304347826087,T14,Branch_752-765,CONSTRAINED
6222,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED
7121,0.24,0,226,226,0.0,226.0,T18,LV_secondary_T2_T4,CAUTION
6212,0.24,0,246,246,0.0,246.0,T2,LV_secondary_T2_T4,CONSTRAINED
6231,0.24,0,106,106,0.0,106.0,T2,LV_secondary_T2_T4,CONSTRAINED
708,0.24,0,62,62,75.0,0.8266666666666667,T16,Branch_701-708,SAFE
7692,0.24,0,101,101,0.0,101.0,T22,LV_secondary_T2_T4,CAUTION
716,0.48,0,45,45,15.85,2.8391167192429023,T24(HV),Branch_701-708,CONSTRAINED
7483,0.24,0,44,44,0.0,44.0,T8,LV_secondary_T2_T4,SAFE
7392,0.24,0,146,146,0.0,146.0,T6,LV_secondary_T2_T4,CAUTION
7641,0.24,0,204,204,0.0,204.0,T14,LV_secondary_T2_T4,CONSTRAINED
712,0.24,0,29,29,65.0,0.4461538461538462,T18,Branch_701-708,SAFE
6211,0.24,0,59,59,0.0,59.0,T2,LV_secondary_T2_T4,SAFE
751,0.48,0,156,156,0.0,156.0,T9,other,SAFE
7693,0.24,0,171,171,0.0,171.0,T22,LV_secondary_T2_T4,CAUTION
710,0.208,0,142,142,80.0,1.775,T17,Branch_701-708,CAUTION
7693,0.24,14,193,207,0.0,207.0,T22,LV_secondary_T2_T4,CONSTRAINED
715,0.208,0,14,14,0.0,14.0,-,Branch_701-708,SAFE
6212,0.24,10,119,129,0.0,129.0,T2,LV_secondary_T2_T4,CAUTION
6262,0.24,0,161,161,0.0,161.0,T2,LV_secondary_T2_T4,CONSTRAINED
7691,0.24,0,239,239,0.0,239.0,T22,LV_secondary_T2_T4,CONSTRAINED
716,0.48,5,84,89,15.85,5.615141955835962,T24(HV),Branch_701-708,CONSTRAINED
6241,0.24,11,194,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED
714,0.208,0,121,121,240.0,0.5041666666666667,T24,Branch_701-708,SAFE
6241,0.24,0,64,64,0.0,64.0,T2,LV_secondary_T2_T4,SAFE
632,0.24,4,171,175,0.0,175.0,T4,LV_secondary_T2_T4,CAUTION
7392,0.24,0,143,143,0.0,143.0,T6,LV_secondary_T2_T4,CAUTION
740,0.24,0,245,245,75.0,3.2666666666666666,T5,Main_735-750,CONSTRAINED
625,0.24,0,212,212,0.0,212.0,T2,LV_secondary_T2_T4,CONSTRAINED
739,0.24,0,208,208,41.1,5.0608272506082725,T6,Main_735-750,CONSTRAINED
716,0.48,0,152,152,15.85,9.589905362776026,T24(HV),Branch_701-708,CONSTRAINED
7693,0.24,0,231,231,0.0,231.0,T22,LV_secondary_T2_T4,CONSTRAINED
7692,0.24,0,239,239,0.0,239.0,T22,LV_secondary_T2_T4,CONSTRAINED
721,0.24,0,56,56,0.0,56.0,-,Main_720-734,SAFE
620,0.24,0,58,58,0.0,58.0,T2,LV_secondary_T2_T4,SAFE
7392,0.24,13,96,109,0.0,109.0,T6,LV_secondary_T2_T4,CAUTION
725,0.24,0,5,5,0.0,5.0,-,Main_720-734,SAFE
710,0.208,0,134,134,80.0,1.675,T17,Branch_701-708,CAUTION
723,0.24,0,6,6,0.0,6.0,-,Main_720-734,SAFE
7691,0.24,0,169,169,0.0,169.0,T22,LV_secondary_T2_T4,CAUTION
764,0.24,0,97,97,46.0,2.108695652173913,T14,Branch_752-765,CAUTION
751,0.48,0,247,247,0.0,247.0,T9,other,SAFE
733,0.24,6,80,86,0.0,86.0,-,Main_720-734,CAUTION
730,0.24,0,157,157,85.0,1.8470588235294119,T23,Main_720-734,CAUTION
733,0.24,14,144,158,0.0,158.0,-,Main_720-734,CONSTRAINED
6242,0.24,0,172,172,0.0,172.0,T2,LV_secondary_T2_T4,CONSTRAINED
721,0.24,0,44,44,0.0,44.0,-,Main_720-734,SAFE
721,0.24,11,148,159,0.0,159.0,-,Main_720-734,CONSTRAINED
7122,0.24,3,27,30,0.0,30.0,T18,LV_secondary_T2_T4,SAFE
7483,0.24,0,74,74,0.0,74.0,T8,LV_secondary_T2_T4,SAFE
626,0.24,0,145,145,0.0,145.0,T2,LV_secondary_T2_T4,CONSTRAINED
6231,0.24,0,134,134,0.0,134.0,T2,LV_secondary_T2_T4,CONSTRAINED
622,0.24,14,174,188,0.0,188.0,T2,LV_secondary_T2_T4,CONSTRAINED
6261,0.24,0,172,172,0.0,172.0,T2,LV_secondary_T2_T4,CONSTRAINED
725,0.24,12,189,201,0.0,201.0,-,Main_720-734,CONSTRAINED
6202,0.24,0,186,186,0.0,186.0,T2,LV_secondary_T2_T4,CAUTION
6231,0.24,15,141,156,0.0,156.0,T2,LV_secondary_T2_T4,CONSTRAINED
762,0.48,0,67,67,45.0,1.488888888888889,T13,Branch_752-765,CAUTION
740,0.24,5,135,140,75.0,1.8666666666666667,T5,Main_735-750,CAUTION
732,0.24,0,26,26,25.4,1.0236220472440944,T4,Main_720-734,SAFE
6321,0.24,0,206,206,0.0,206.0,T4,LV_secondary_T2_T4,CONSTRAINED
6332,0.24,0,155,155,0.0,155.0,T4,LV_secondary_T2_T4,CONSTRAINED
7122,0.24,0,191,191,0.0,191.0,T18,LV_secondary_T2_T4,CAUTION
7392,0.24,8,188,196,0.0,196.0,T6,LV_secondary_T2_T4,CONSTRAINED
6261,0.24,10,240,250,0.0,250.0,T2,LV_secondary_T2_T4,CONSTRAINED
728,0.24,0,192,192,38.0,5.052631578947368,T3,Main_720-734,CONSTRAINED
730,0.24,12,173,185,85.0,2.176470588235294,T23,Main_720-734,CAUTION
623,0.24,8,247,255,0.0,255.0,T2,LV_secondary_T2_T4,CONSTRAINED
734,0.24,0,79,79,15.85,4.9842271293375395,-,Main_720-734,CONSTRAINED
6201,0.24,0,168,168,0.0,168.0,T2,LV_secondary_T2_T4,CAUTION
6202,0.24,14,96,110,0.0,110.0,T2,LV_secondary_T2_T4,CAUTION
7121,0.24,0,230,230,0.0,230.0,T18,LV_secondary_T2_T4,CAUTION
730,0.24,0,22,22,85.0,0.25882352941176473,T23,Main_720-734,SAFE
623,0.24,0,141,141,0.0,141.0,T2,LV_secondary_T2_T4,CONSTRAINED
7641,0.24,0,115,115,0.0,115.0,T14,LV_secondary_T2_T4,CAUTION
714,0.208,0,127,127,240.0,0.5291666666666667,T24,Branch_701-708,SAFE
623,0.24,0,247,247,0.0,247.0,T2,LV_secondary_T2_T4,CONSTRAINED
6221,0.24,10,24,34,0.0,34.0,T2,LV_secondary_T2_T4,SAFE
624,0.24,0,60,60,0.0,60.0,T2,LV_secondary_T2_T4,SAFE
708,0.24,0,86,86,75.0,1.1466666666666667,T16,Branch_701-708,CAUTION
728,0.24,0,114,114,38.0,3.0,T3,Main_720-734,CONSTRAINED
770,0.24,0,205,205,450.0,0.45555555555555555,T15,Delta_766-772,SAFE
740,0.24,9,120,129,75.0,1.72,T5,Main_735-750,CAUTION
728,0.24,0,130,130,38.0,3.4210526315789473,T3,Main_720-734,CONSTRAINED
7642,0.24,0,147,147,0.0,147.0,T14,LV_secondary_T2_T4,CAUTION
632,0.24,0,82,82,0.0,82.0,T4,LV_secondary_T2_T4,CAUTION
714,0.208,6,39,45,240.0,0.1875,T24,Branch_701-708,SAFE
6241,0.24,0,119,119,0.0,119.0,T2,LV_secondary_T2_T4,CAUTION
740,0.24,7,202,209,75.0,2.7866666666666666,T5,Main_735-750,CAUTION
6252,0.24,13,122,135,0.0,135.0,T2,LV_secondary_T2_T4,CONSTRAINED
7391,0.24,15,221,236,0.0,236.0,T6,LV_secondary_T2_T4,CONSTRAINED
6221,0.24,15,17,32,0.0,32.0,T2,LV_secondary_T2_T4,SAFE
733,0.24,0,16,16,0.0,16.0,-,Main_720-734,SAFE
6211,0.24,11,53,64,0.0,64.0,T2,LV_secondary_T2_T4,SAFE
6222,0.24,6,99,105,0.0,105.0,T2,LV_secondary_T2_T4,CONSTRAINED
723,0.24,0,146,146,0.0,146.0,-,Main_720-734,CONSTRAINED
725,0.24,0,136,136,0.0,136.0,-,Main_720-734,CONSTRAINED
724,0.24,0,244,244,0.0,244.0,-,Main_720-734,CONSTRAINED
748,0.24,0,193,193,76.88,2.5104058272632677,T8,Main_735-750,CAUTION
716,0.48,0,135,135,15.85,8.517350157728707,T24(HV),Branch_701-708,CONSTRAINED
7693,0.24,0,184,184,0.0,184.0,T22,LV_secondary_T2_T4,CAUTION
712,0.24,0,40,40,65.0,0.6153846153846154,T18,Branch_701-708,SAFE
716,0.48,0,88,88,15.85,5.55205047318612,T24(HV),Branch_701-708,CONSTRAINED
721,0.24,0,63,63,0.0,63.0,-,Main_720-734,SAFE
743,0.24,0,10,10,240.0,0.041666666666666664,T7,Main_735-750,SAFE
724,0.24,8,97,105,0.0,105.0,-,Main_720-734,CAUTION
7693,0.24,14,143,157,0.0,157.0,T22,LV_secondary_T2_T4,CAUTION
756,0.208,0,227,227,155.0,1.4645161290322581,T11,Branch_752-765,CAUTION
632,0.24,0,168,168,0.0,168.0,T4,LV_secondary_T2_T4,CAUTION
6331,0.24,0,99,99,0.0,99.0,T4,LV_secondary_T2_T4,CAUTION
714,0.208,0,74,74,240.0,0.30833333333333335,T24,Branch_701-708,SAFE
6201,0.24,0,232,232,0.0,232.0,T2,LV_secondary_T2_T4,CAUTION
734,0.24,9,183,192,15.85,12.113564668769717,-,Main_720-734,CONSTRAINED
6322,0.24,0,9,9,0.0,9.0,T4,LV_secondary_T2_T4,SAFE
720,0.24,0,205,205,66.0,3.106060606060606,T2,Main_720-734,CAUTION
6231,0.24,0,189,189,0.0,189.0,T2,LV_secondary_T2_T4,CONSTRAINED
723,0.24,10,245,255,0.0,255.0,-,Main_720-734,CONSTRAINED
6261,0.24,0,166,166,0.0,166.0,T2,LV_secondary_T2_T4,CONSTRAINED
756,0.208,0,235,235,155.0,1.5161290322580645,T11,Branch_752-765,CAUTION
743,0.24,4,68,72,240.0,0.3,T7,Main_735-750,SAFE
740,0.24,13,116,129,75.0,1.72,T5,Main_735-750,CAUTION
6331,0.24,0,241,241,0.0,241.0,T4,LV_secondary_T2_T4,CONSTRAINED
633,0.24,0,166,166,0.0,166.0,T4,LV_secondary_T2_T4,CONSTRAINED
6251,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED
6322,0.24,0,33,33,0.0,33.0,T4,LV_secondary_T2_T4,SAFE
716,0.48,0,178,178,15.85,11.230283911671924,T24(HV),Branch_701-708,CONSTRAINED
740,0.24,0,237,237,75.0,3.16,T5,Main_735-750,CONSTRAINED
722,0.24,14,170,184,0.0,184.0,-,Main_720-734,CONSTRAINED
6331,0.24,15,167,182,0.0,182.0,T4,LV_secondary_T2_T4,CONSTRAINED
720,0.24,12,205,217,66.0,3.287878787878788,T2,Main_720-734,CAUTION
625,0.24,10,144,154,0.0,154.0,T2,LV_secondary_T2_T4,CONSTRAINED
6202,0.24,0,34,34,0.0,34.0,T2,LV_secondary_T2_T4,SAFE
7483,0.24,0,48,48,0.0,48.0,T8,LV_secondary_T2_T4,SAFE
722,0.24,0,236,236,0.0,236.0,-,Main_720-734,CONSTRAINED
756,0.208,0,189,189,155.0,1.2193548387096773,T11,Branch_752-765,CAUTION
739,0.24,0,157,157,41.1,3.8199513381995134,T6,Main_735-750,CAUTION
626,0.24,8,74,82,0.0,82.0,T2,LV_secondary_T2_T4,CONSTRAINED
721,0.24,0,197,197,0.0,197.0,-,Main_720-734,CONSTRAINED
6252,0.24,0,243,243,0.0,243.0,T2,LV_secondary_T2_T4,CONSTRAINED
633,0.24,7,94,101,0.0,101.0,T4,LV_secondary_T2_T4,CAUTION
762,0.48,0,128,128,45.0,2.8444444444444446,T13,Branch_752-765,CAUTION
7121,0.24,0,62,62,0.0,62.0,T18,LV_secondary_T2_T4,SAFE
723,0.24,7,172,179,0.0,179.0,-,Main_720-734,CONSTRAINED
7391,0.24,13,144,157,0.0,157.0,T6,LV_secondary_T2_T4,CAUTION
632,0.24,0,197,197,0.0,197.0,T4,LV_secondary_T2_T4,CONSTRAINED
724,0.24,4,111,115,0.0,115.0,-,Main_720-734,CAUTION
7692,0.24,0,14,14,0.0,14.0,T22,LV_secondary_T2_T4,SAFE
6321,0.24,0,195,195,0.0,195.0,T4,LV_secondary_T2_T4,CONSTRAINED
7692,0.24,6,43,49,0.0,49.0,T22,LV_secondary_T2_T4,SAFE
723,0.24,4,16,20,0.0,20.0,-,Main_720-734,SAFE
6251,0.24,0,127,127,0.0,127.0,T2,LV_secondary_T2_T4,CONSTRAINED
732,0.24,0,69,69,25.4,2.716535433070866,T4,Main_720-734,CAUTION
732,0.24,0,97,97,25.4,3.818897637795276,T4,Main_720-734,CAUTION
708,0.24,0,231,231,75.0,3.08,T16,Branch_701-708,CAUTION
740,0.24,13,89,102,75.0,1.36,T5,Main_735-750,CAUTION
732,0.24,0,78,78,25.4,3.070866141732284,T4,Main_720-734,CAUTION
7392,0.24,0,40,40,0.0,40.0,T6,LV_secondary_T2_T4,SAFE
712,0.24,12,176,188,65.0,2.8923076923076922,T18,Branch_701-708,CAUTION
7481,0.24,0,168,168,0.0,168.0,T8,LV_secondary_T2_T4,CAUTION
7483,0.24,14,202,216,0.0,216.0,T8,LV_secondary_T2_T4,CONSTRAINED
7641,0.24,0,19,19,0.0,19.0,T14,LV_secondary_T2_T4,SAFE
7643,0.24,0,30,30,0.0,30.0,T14,LV_secondary_T2_T4,SAFE
770,0.24,0,112,112,450.0,0.24888888888888888,T15,Delta_766-772,SAFE
751,0.48,0,13,13,0.0,13.0,T9,other,SAFE
6212,0.24,0,248,248,0.0,248.0,T2,LV_secondary_T2_T4,CONSTRAINED
772,0.208,3,88,91,100.0,0.91,T19,Delta_766-772,SAFE
625,0.24,4,229,233,0.0,233.0,T2,LV_secondary_T2_T4,CONSTRAINED
712,0.24,0,162,162,65.0,2.4923076923076923,T18,Branch_701-708,CAUTION
6242,0.24,14,83,97,0.0,97.0,T2,LV_secondary_T2_T4,CAUTION
6242,0.24,0,110,110,0.0,110.0,T2,LV_secondary_T2_T4,CAUTION
772,0.208,0,160,160,100.0,1.6,T19,Delta_766-772,CAUTION
720,0.24,9,232,241,66.0,3.6515151515151514,T2,Main_720-734,CAUTION
728,0.24,0,7,7,38.0,0.18421052631578946,T3,Main_720-734,SAFE
7643,0.24,0,89,89,0.0,89.0,T14,LV_secondary_T2_T4,CAUTION
6331,0.24,0,130,130,0.0,130.0,T4,LV_secondary_T2_T4,CONSTRAINED
743,0.24,0,245,245,240.0,1.0208333333333333,T7,Main_735-750,SAFE
724,0.24,12,180,192,0.0,192.0,-,Main_720-734,CONSTRAINED
7693,0.24,0,108,108,0.0,108.0,T22,LV_secondary_T2_T4,CAUTION
633,0.24,0,75,75,0.0,75.0,T4,LV_secondary_T2_T4,CAUTION
6242,0.24,0,210,210,0.0,210.0,T2,LV_secondary_T2_T4,CONSTRAINED
7641,0.24,0,15,15,0.0,15.0,T14,LV_secondary_T2_T4,SAFE
722,0.24,0,184,184,0.0,184.0,-,Main_720-734,CONSTRAINED
6201,0.24,0,199,199,0.0,199.0,T2,LV_secondary_T2_T4,CAUTION
7692,0.24,0,18,18,0.0,18.0,T22,LV_secondary_T2_T4,SAFE
712,0.24,0,134,134,65.0,2.0615384615384613,T18,Branch_701-708,CAUTION
7392,0.24,0,104,104,0.0,104.0,T6,LV_secondary_T2_T4,CAUTION
6321,0.24,8,74,82,0.0,82.0,T4,LV_secondary_T2_T4,CAUTION
7122,0.24,8,144,152,0.0,152.0,T18,LV_secondary_T2_T4,CAUTION
751,0.48,0,81,81,0.0,81.0,T9,other,SAFE
6202,0.24,4,40,44,0.0,44.0,T2,LV_secondary_T2_T4,SAFE
6221,0.24,0,116,116,0.0,116.0,T2,LV_secondary_T2_T4,CONSTRAINED
620,0.24,12,105,117,0.0,117.0,T2,LV_secondary_T2_T4,CAUTION
6232,0.24,0,106,106,0.0,106.0,T2,LV_secondary_T2_T4,CONSTRAINED
7483,0.24,0,98,98,0.0,98.0,T8,LV_secondary_T2_T4,CAUTION
6231,0.24,0,184,184,0.0,184.0,T2,LV_secondary_T2_T4,CONSTRAINED
710,0.208,5,45,50,80.0,0.625,T17,Branch_701-708,SAFE
624,0.24,4,136,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION
6331,0.24,0,30,30,0.0,30.0,T4,LV_secondary_T2_T4,CAUTION
724,0.24,0,180,180,0.0,180.0,-,Main_720-734,CONSTRAINED
622,0.24,0,22,22,0.0,22.0,T2,LV_secondary_T2_T4,SAFE
708,0.24,0,158,158,75.0,2.1066666666666665,T16,Branch_701-708,CAUTION
6212,0.24,0,174,174,0.0,174.0,T2,LV_secondary_T2_T4,CONSTRAINED
723,0.24,11,61,72,0.0,72.0,-,Main_720-734,CONSTRAINED
728,0.24,0,162,162,38.0,4.2631578947368425,T3,Main_720-734,CONSTRAINED
708,0.24,0,201,201,75.0,2.68,T16,Branch_701-708,CAUTION
770,0.24,0,143,143,450.0,0.31777777777777777,T15,Delta_766-772,SAFE
624,0.24,0,168,168,0.0,168.0,T2,LV_secondary_T2_T4,CONSTRAINED
6212,0.24,0,115,115,0.0,115.0,T2,LV_secondary_T2_T4,CAUTION
6231,0.24,0,155,155,0.0,155.0,T2,LV_secondary_T2_T4,CONSTRAINED
7392,0.24,0,65,65,0.0,65.0,T6,LV_secondary_T2_T4,CAUTION
743,0.24,0,54,54,240.0,0.225,T7,Main_735-750,SAFE
621,0.24,0,189,189,0.0,189.0,T2,LV_secondary_T2_T4,CONSTRAINED
712,0.24,0,196,196,65.0,3.0153846153846153,T18,Branch_701-708,CAUTION
7693,0.24,0,61,61,0.0,61.0,T22,LV_secondary_T2_T4,CAUTION
6212,0.24,0,8,8,0.0,8.0,T2,LV_secondary_T2_T4,SAFE
7693,0.24,0,77,77,0.0,77.0,T22,LV_secondary_T2_T4,CAUTION
770,0.24,6,226,232,450.0,0.5155555555555555,T15,Delta_766-772,SAFE
622,0.24,0,191,191,0.0,191.0,T2,LV_secondary_T2_T4,CONSTRAINED
721,0.24,8,140,148,0.0,148.0,-,Main_720-734,CAUTION
740,0.24,10,44,54,75.0,0.72,T5,Main_735-750,SAFE
7121,0.24,3,111,114,0.0,114.0,T18,LV_secondary_T2_T4,CAUTION
621,0.24,0,125,125,0.0,125.0,T2,LV_secondary_T2_T4,CAUTION
6252,0.24,0,66,66,0.0,66.0,T2,LV_secondary_T2_T4,CAUTION
