pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label,constraint_type,delta_pv_bus_voltage_pu,pv_max_voltage_pu,pv_max_transformer_loading_pct,reverse_power_flow
728,0.24,8,9,17,38.0,0.4473684210526316,T3,Main_720-734,SAFE,none,0.00178,1.00552,92.76,0
6242,0.24,0,119,119,0.0,119.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04161,1.03617,92.63,1
723,0.24,0,5,5,0.0,5.0,-,Main_720-734,SAFE,none,0.00515,1.0054,92.8,0
714,0.208,0,119,119,240.0,0.49583333333333335,T24,Branch_701-708,SAFE,none,0.00285,1.00607,92.71,0
6241,0.24,0,200,200,0.0,200.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06788,1.06245,92.53,1
726,0.24,5,192,197,0.0,197.0,-,Main_720-734,CONSTRAINED,voltage,0.16592,1.16563,92.58,1
748,0.24,0,9,9,76.88,0.1170655567117586,T8,Main_735-750,SAFE,none,0.00091,1.00548,92.76,0
6262,0.24,0,207,207,0.0,207.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.17847,1.17304,92.57,1
6241,0.24,3,146,149,0.0,149.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.05041,1.04608,92.59,1
6262,0.24,0,195,195,0.0,195.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.16957,1.16414,92.58,1
715,0.208,0,65,65,0.0,65.0,-,Branch_701-708,SAFE,none,0.00157,1.00576,92.75,0
759,0.24,0,59,59,35.0,1.6857142857142857,T12,Branch_752-765,CAUTION,caution,0.00728,1.00622,92.48,1
6222,0.24,15,42,57,0.0,57.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.02792,1.03289,92.72,0
6321,0.24,0,244,244,0.0,244.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01747,1.00764,144.57,1
6212,0.24,11,102,113,0.0,113.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03558,1.03417,92.64,1
733,0.24,0,223,223,0.0,223.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.09867,1.01216,119.34,1
6252,0.24,0,174,174,0.0,174.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.10861,1.10318,92.58,1
7481,0.24,0,9,9,0.0,9.0,T8,LV_secondary_T2_T4,SAFE,none,0.00091,1.00548,92.76,0
722,0.24,0,235,235,0.0,235.0,-,Main_720-734,CONSTRAINED,voltage,0.14182,1.13638,92.53,1
625,0.24,0,170,170,0.0,170.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.10636,1.10092,92.59,1
708,0.24,0,135,135,75.0,1.8,T16,Branch_701-708,CAUTION,caution,0.00497,1.00612,92.7,1
728,0.24,5,31,36,38.0,0.9473684210526315,T3,Main_720-734,SAFE,none,0.00608,1.00568,92.7,0
7393,0.24,0,111,111,0.0,111.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00936,1.00655,92.45,1
6242,0.24,0,142,142,0.0,142.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04922,1.04379,92.6,1
743,0.24,0,220,220,240.0,0.9166666666666666,T7,Main_735-750,SAFE,none,0.01503,1.00796,92.31,0
6322,0.24,11,32,43,0.0,43.0,T4,LV_secondary_T2_T4,SAFE,none,0.0024,1.0058,92.64,0
756,0.208,0,152,152,155.0,0.9806451612903225,T11,Branch_752-765,SAFE,none,0.01632,1.00755,92.35,0
764,0.24,0,101,101,46.0,2.1956521739130435,T14,Branch_752-765,CAUTION,caution,0.01276,1.00682,92.42,1
6251,0.24,0,160,160,0.0,160.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.10069,1.09526,92.6,1
7643,0.24,0,176,176,0.0,176.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.02177,1.00781,92.32,1
748,0.24,0,246,246,76.88,3.199791883454735,T8,Main_735-750,CONSTRAINED,transformer_loading,0.02349,1.00829,119.32,1
6232,0.24,0,171,171,0.0,171.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.15136,1.14593,92.6,1
7393,0.24,0,75,75,0.0,75.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00638,1.00618,92.49,1
6261,0.24,11,14,25,0.0,25.0,T2,LV_secondary_T2_T4,SAFE,none,0.01394,1.01976,92.77,0
6332,0.24,15,179,194,0.0,194.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.07959,1.00705,101.74,1
770,0.24,0,159,159,450.0,0.35333333333333333,T15,Delta_766-772,SAFE,none,0.01955,1.00785,92.32,0
7642,0.24,0,179,179,0.0,179.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.02212,1.00785,94.09,1
730,0.24,8,172,180,85.0,2.1176470588235294,T23,Main_720-734,CAUTION,caution,0.00708,1.00687,92.41,1
6232,0.24,6,159,165,0.0,165.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.14054,1.14128,92.61,1
7693,0.24,6,115,121,0.0,121.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01753,1.00721,92.38,1
6332,0.24,0,15,15,0.0,15.0,T4,LV_secondary_T2_T4,SAFE,none,0.00738,1.00552,92.75,0
751,0.48,12,222,234,0.0,234.0,T9,other,SAFE,none,0.01573,1.00813,92.29,0
764,0.24,0,151,151,46.0,3.282608695652174,T14,Branch_752-765,CAUTION,caution,0.01881,1.00748,92.35,1
756,0.208,0,44,44,155.0,0.2838709677419355,T11,Branch_752-765,SAFE,none,0.00485,1.00603,92.56,0
762,0.48,0,200,200,45.0,4.444444444444445,T13,Branch_752-765,CONSTRAINED,transformer_loading,0.02444,1.00811,109.26,1
724,0.24,0,84,84,0.0,84.0,-,Main_720-734,CAUTION,caution,0.02977,1.02434,92.68,1
714,0.208,0,197,197,240.0,0.8208333333333333,T24,Branch_701-708,SAFE,none,0.00465,1.00651,92.65,0
6242,0.24,0,19,19,0.0,19.0,T2,LV_secondary_T2_T4,SAFE,none,0.00691,1.00549,92.77,0
7641,0.24,5,226,231,0.0,231.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.0275,1.00849,128.99,1
708,0.24,0,235,235,75.0,3.1333333333333333,T16,Branch_701-708,CAUTION,caution,0.00849,1.00663,92.63,1
7692,0.24,9,205,214,0.0,214.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03031,1.00848,117.53,1
734,0.24,0,200,200,15.85,12.618296529968454,-,Main_720-734,CONSTRAINED,voltage,0.15672,1.06265,98.79,1
769,0.24,10,23,33,41.0,0.8048780487804879,T22,Delta_766-772,SAFE,none,0.0036,1.00589,92.61,0
6232,0.24,0,43,43,0.0,43.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04253,1.0371,92.74,0
762,0.48,0,101,101,45.0,2.2444444444444445,T13,Branch_752-765,CAUTION,caution,0.01268,1.00682,92.42,1
748,0.24,0,170,170,76.88,2.211238293444329,T8,Main_735-750,CAUTION,caution,0.01653,1.00745,92.36,1
7391,0.24,0,93,93,0.0,93.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00787,1.00637,92.46,1
6252,0.24,0,247,247,0.0,247.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.14812,1.14269,92.52,1
632,0.24,4,222,226,0.0,226.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01594,1.00749,132.03,1
764,0.24,14,180,194,46.0,4.217391304347826,T14,Branch_752-765,CONSTRAINED,transformer_loading,0.02207,1.00803,104.17,1
726,0.24,0,165,165,0.0,165.0,-,Main_720-734,CONSTRAINED,voltage,0.14671,1.14128,92.61,1
715,0.208,0,246,246,0.0,246.0,-,Branch_701-708,SAFE,none,0.00577,1.00678,92.61,0
6242,0.24,0,239,239,0.0,239.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08003,1.0746,92.49,1
6262,0.24,4,37,41,0.0,41.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03651,1.03521,92.74,0
710,0.208,0,68,68,80.0,0.85,T17,Branch_701-708,SAFE,none,0.00272,1.00576,92.75,0
725,0.24,0,244,244,0.0,244.0,-,Main_720-734,CONSTRAINED,voltage,0.14655,1.14112,92.52,1
732,0.24,0,247,247,25.4,9.724409448818898,T4,Main_720-734,CONSTRAINED,transformer_loading,0.01767,1.00767,146.66,1
712,0.24,0,62,62,65.0,0.9538461538461539,T18,Branch_701-708,SAFE,none,0.0027,1.00572,92.76,0
7122,0.24,0,56,56,0.0,56.0,T18,LV_secondary_T2_T4,SAFE,none,0.00244,1.00569,92.76,0
7692,0.24,0,203,203,0.0,203.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03021,1.00834,110.3,1
6262,0.24,0,26,26,0.0,26.0,T2,LV_secondary_T2_T4,SAFE,none,0.02617,1.02074,92.76,0
625,0.24,3,85,88,0.0,88.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05583,1.05249,92.68,1
7122,0.24,0,202,202,0.0,202.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00857,1.00646,92.66,1
6242,0.24,0,80,80,0.0,80.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0284,1.02297,92.68,1
7481,0.24,0,192,192,0.0,192.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01857,1.0077,92.33,1
626,0.24,8,62,70,0.0,70.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05923,1.06201,92.71,0
6222,0.24,0,31,31,0.0,31.0,T2,LV_secondary_T2_T4,SAFE,none,0.02124,1.0158,92.76,0
621,0.24,0,28,28,0.0,28.0,T2,LV_secondary_T2_T4,SAFE,none,0.01015,1.00555,92.76,0
7121,0.24,0,80,80,0.0,80.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00347,1.00582,92.74,1
728,0.24,0,137,137,38.0,3.6052631578947367,T3,Main_720-734,CONSTRAINED,transformer_loading,0.02585,1.00646,141.05,1
6332,0.24,0,102,102,0.0,102.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04784,1.00634,92.47,1
772,0.208,14,186,200,100.0,2.0,T19,Delta_766-772,CAUTION,caution,0.0195,1.00819,92.28,1
7642,0.24,7,162,169,0.0,169.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.02004,1.00772,92.33,1
6221,0.24,0,84,84,0.0,84.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05544,1.05001,92.68,1
715,0.208,8,77,85,0.0,85.0,-,Branch_701-708,SAFE,none,0.00185,1.00588,92.74,0
7483,0.24,0,179,179,0.0,179.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01737,1.00755,92.35,1
726,0.24,0,189,189,0.0,189.0,-,Main_720-734,CONSTRAINED,voltage,0.16507,1.15964,92.59,1
6241,0.24,0,86,86,0.0,86.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03045,1.02502,92.68,1
710,0.208,0,118,118,80.0,1.475,T17,Branch_701-708,CAUTION,caution,0.00467,1.00604,92.71,1
626,0.24,0,71,71,0.0,71.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06834,1.06291,92.71,0
708,0.24,0,109,109,75.0,1.4533333333333334,T16,Branch_701-708,CAUTION,caution,0.00403,1.00599,92.72,1
6251,0.24,15,215,230,0.0,230.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12877,1.13374,92.53,1
728,0.24,3,219,222,38.0,5.842105263157895,T3,Main_720-734,CONSTRAINED,transformer_loading,0.03994,1.00699,253.07,1
769,0.24,0,137,137,41.0,3.341463414634146,T22,Delta_766-772,CAUTION,caution,0.02082,1.00744,92.36,1
6252,0.24,0,152,152,0.0,152.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09611,1.09068,92.61,1
770,0.24,0,82,82,450.0,0.18222222222222223,T15,Delta_766-772,SAFE,none,0.01026,1.00668,92.43,0
7691,0.24,5,123,128,0.0,128.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01871,1.00731,92.37,1
772,0.208,0,12,12,100.0,0.12,T19,Delta_766-772,SAFE,none,0.00132,1.00555,92.74,0
7122,0.24,0,242,242,0.0,242.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.01019,1.00666,92.63,1
7122,0.24,0,199,199,0.0,199.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00845,1.00645,92.66,1
6241,0.24,0,42,42,0.0,42.0,T2,LV_secondary_T2_T4,SAFE,none,0.01514,1.00971,92.74,0
764,0.24,0,34,34,46.0,0.7391304347826086,T14,Branch_752-765,SAFE,none,0.00438,1.00587,92.61,0
6251,0.24,0,190,190,0.0,190.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11752,1.11208,92.57,1
6232,0.24,0,198,198,0.0,198.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.17181,1.16638,92.58,1
715,0.208,0,233,233,0.0,233.0,-,Branch_701-708,SAFE,none,0.00547,1.00671,92.62,0
7391,0.24,0,213,213,0.0,213.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01755,1.00755,115.04,1
6212,0.24,0,29,29,0.0,29.0,T2,LV_secondary_T2_T4,SAFE,none,0.01051,1.00556,92.76,0
7481,0.24,13,194,207,0.0,207.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01864,1.00787,94.32,1
6222,0.24,0,250,250,0.0,250.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.14968,1.14425,92.51,1
6242,0.24,0,248,248,0.0,248.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08279,1.07736,92.48,1
7481,0.24,10,142,152,0.0,152.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01384,1.00724,92.38,1
6211,0.24,6,170,176,0.0,176.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05805,1.05482,92.56,1
708,0.24,0,246,246,75.0,3.28,T16,Branch_701-708,CAUTION,caution,0.00886,1.00668,92.63,1
708,0.24,0,101,101,75.0,1.3466666666666667,T16,Branch_701-708,CAUTION,caution,0.00374,1.00594,92.73,1
733,0.24,11,56,67,0.0,67.0,-,Main_720-734,CAUTION,caution,0.02659,1.00603,92.55,1
770,0.24,0,73,73,450.0,0.1622222222222222,T15,Delta_766-772,SAFE,none,0.00915,1.00654,92.45,0
620,0.24,0,42,42,0.0,42.0,T2,LV_secondary_T2_T4,SAFE,none,0.00135,1.00565,92.74,0
7643,0.24,0,210,210,0.0,210.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02574,1.00823,114.91,1
728,0.24,0,171,171,38.0,4.5,T3,Main_720-734,CONSTRAINED,transformer_loading,0.03184,1.00668,185.97,1
724,0.24,0,223,223,0.0,223.0,-,Main_720-734,CONSTRAINED,voltage,0.07508,1.06965,92.51,1
710,0.208,4,115,119,80.0,1.4875,T17,Branch_701-708,CAUTION,caution,0.00455,1.00604,92.71,1
7122,0.24,0,188,188,0.0,188.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.008,1.00639,92.67,1
721,0.24,0,167,167,0.0,167.0,-,Main_720-734,CONSTRAINED,voltage,0.05736,1.05192,92.57,1
728,0.24,13,123,136,38.0,3.5789473684210527,T3,Main_720-734,CONSTRAINED,transformer_loading,0.02309,1.00645,139.73,1
772,0.208,4,29,33,100.0,0.33,T19,Delta_766-772,SAFE,none,0.00317,1.00586,92.62,0
6212,0.24,0,95,95,0.0,95.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03352,1.02809,92.66,1
7392,0.24,0,126,126,0.0,126.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01059,1.00671,92.43,1
7122,0.24,0,215,215,0.0,215.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.0091,1.00653,92.65,1
7121,0.24,0,81,81,0.0,81.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00352,1.00583,92.74,1
710,0.208,0,108,108,80.0,1.35,T17,Branch_701-708,CAUTION,caution,0.00428,1.00598,92.72,1
625,0.24,0,124,124,0.0,124.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07976,1.07432,92.64,1
7481,0.24,0,89,89,0.0,89.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.00883,1.0065,92.45,1
6331,0.24,0,215,215,0.0,215.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.09547,1.00896,114.52,1
7692,0.24,0,102,102,0.0,102.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01567,1.00694,92.41,1
7481,0.24,0,72,72,0.0,72.0,T8,LV_secondary_T2_T4,SAFE,none,0.00718,1.00629,92.47,0
722,0.24,0,20,20,0.0,20.0,-,Main_720-734,SAFE,none,0.01381,1.00838,92.77,0
6331,0.24,0,83,83,0.0,83.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.03932,1.00617,92.5,1
772,0.208,0,77,77,100.0,0.77,T19,Delta_766-772,SAFE,none,0.00833,1.0065,92.45,0
633,0.24,0,79,79,0.0,79.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.03751,1.00614,92.51,1
6261,0.24,3,173,176,0.0,176.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1521,1.14977,92.6,1
739,0.24,0,121,121,41.1,2.944038929440389,T6,Main_735-750,CAUTION,caution,0.01018,1.00666,92.44,1
726,0.24,0,12,12,0.0,12.0,-,Main_720-734,SAFE,none,0.01226,1.00683,92.78,0
723,0.24,0,79,79,0.0,79.0,-,Main_720-734,CONSTRAINED,voltage,0.07548,1.07005,92.7,0
715,0.208,0,242,242,0.0,242.0,-,Branch_701-708,SAFE,none,0.00568,1.00676,92.62,0
716,0.48,13,229,242,15.85,15.26813880126183,T24(HV),Branch_701-708,CONSTRAINED,voltage,0.11024,1.09534,689.03,0
7393,0.24,11,244,255,0.0,255.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01986,1.00794,142.37,1
748,0.24,0,38,38,76.88,0.49427679500520294,T8,Main_735-750,SAFE,none,0.00382,1.00586,92.61,0
740,0.24,0,129,129,75.0,1.72,T5,Main_735-750,CAUTION,caution,0.01082,1.00676,92.42,1
770,0.24,3,81,84,450.0,0.18666666666666668,T15,Delta_766-772,SAFE,none,0.01012,1.00671,92.43,0
633,0.24,0,103,103,0.0,103.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04829,1.00635,92.47,1
740,0.24,0,215,215,75.0,2.8666666666666667,T5,Main_735-750,CAUTION,caution,0.01769,1.00761,96.22,1
770,0.24,0,133,133,450.0,0.29555555555555557,T15,Delta_766-772,SAFE,none,0.01645,1.00746,92.36,0
715,0.208,0,160,160,0.0,160.0,-,Branch_701-708,SAFE,none,0.0038,1.00631,92.68,0
620,0.24,3,64,67,0.0,67.0,T2,LV_secondary_T2_T4,SAFE,none,0.00205,1.00582,92.7,0
7641,0.24,0,186,186,0.0,186.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.02294,1.00793,98.8,1
724,0.24,0,154,154,0.0,154.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.05314,1.04771,92.59,1
6242,0.24,0,49,49,0.0,49.0,T2,LV_secondary_T2_T4,SAFE,none,0.01761,1.01218,92.73,0
743,0.24,14,152,166,240.0,0.6916666666666667,T7,Main_735-750,SAFE,none,0.01046,1.00736,92.37,0
6242,0.24,0,241,241,0.0,241.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08064,1.07521,92.49,1
6332,0.24,0,24,24,0.0,24.0,T4,LV_secondary_T2_T4,SAFE,none,0.01175,1.00561,92.71,0
728,0.24,0,156,156,38.0,4.105263157894737,T3,Main_720-734,CONSTRAINED,transformer_loading,0.02922,1.00658,166.15,1
751,0.48,0,153,153,0.0,153.0,T9,other,SAFE,none,0.01097,1.00721,92.38,0
7122,0.24,0,225,225,0.0,225.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00951,1.00658,92.64,1
724,0.24,0,14,14,0.0,14.0,-,Main_720-734,SAFE,none,0.00511,1.00546,92.78,0
762,0.48,4,100,104,45.0,2.311111111111111,T13,Branch_752-765,CAUTION,caution,0.01253,1.00686,92.42,1
6321,0.24,0,193,193,0.0,193.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01398,1.00721,109.02,1
710,0.208,0,93,93,80.0,1.1625,T17,Branch_701-708,CAUTION,caution,0.0037,1.0059,92.73,1
721,0.24,0,156,156,0.0,156.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.05379,1.04836,92.59,1
6261,0.24,0,232,232,0.0,232.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1966,1.19117,92.56,1
621,0.24,4,132,136,0.0,136.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04578,1.04181,92.61,1
6212,0.24,0,237,237,0.0,237.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07941,1.07398,92.49,1
751,0.48,0,31,31,0.0,31.0,T9,other,SAFE,none,0.00226,1.00575,92.65,0
6242,0.24,0,236,236,0.0,236.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07911,1.07368,92.49,1
6332,0.24,0,215,215,0.0,215.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.09547,1.00896,114.52,1
769,0.24,0,130,130,41.0,3.1707317073170733,T22,Delta_766-772,CAUTION,caution,0.0198,1.00734,92.37,1
710,0.208,0,154,154,80.0,1.925,T17,Branch_701-708,CAUTION,caution,0.00605,1.00623,92.69,1
732,0.24,0,101,101,25.4,3.9763779527559056,T4,Main_720-734,CAUTION,caution,0.00748,1.00637,92.46,1
7481,0.24,3,163,166,0.0,166.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01586,1.00741,92.36,1
632,0.24,0,127,127,0.0,127.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00935,1.00661,92.44,1
730,0.24,0,25,25,85.0,0.29411764705882354,T23,Main_720-734,SAFE,none,0.00106,1.00558,92.73,0
6251,0.24,0,211,211,0.0,211.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12899,1.12356,92.55,1
714,0.208,0,182,182,240.0,0.7583333333333333,T24,Branch_701-708,SAFE,none,0.00431,1.00643,92.66,0
725,0.24,0,249,249,0.0,249.0,-,Main_720-734,CONSTRAINED,voltage,0.14916,1.14373,92.51,1
734,0.24,0,109,109,15.85,6.8769716088328074,-,Main_720-734,CONSTRAINED,voltage_rise,0.09149,1.00635,92.46,1
6241,0.24,11,207,218,0.0,218.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06951,1.0681,92.51,1
7121,0.24,0,235,235,0.0,235.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00991,1.00662,92.63,1
740,0.24,13,228,241,75.0,3.2133333333333334,T5,Main_735-750,CONSTRAINED,transformer_loading,0.01859,1.00786,112.89,1
710,0.208,0,29,29,80.0,0.3625,T17,Branch_701-708,SAFE,none,0.00117,1.00554,92.78,0
6251,0.24,0,203,203,0.0,203.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12465,1.11922,92.56,1
751,0.48,0,132,132,0.0,132.0,T9,other,SAFE,none,0.0095,1.00696,92.41,0
748,0.24,0,129,129,76.88,1.6779396462018732,T8,Main_735-750,CAUTION,caution,0.01267,1.00698,92.4,1
7692,0.24,12,211,223,0.0,223.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03108,1.0086,123.43,1
7483,0.24,0,20,20,0.0,20.0,T8,LV_secondary_T2_T4,SAFE,none,0.00202,1.00563,92.7,0
764,0.24,0,78,78,46.0,1.6956521739130435,T14,Branch_752-765,CAUTION,caution,0.00992,1.0065,92.45,1
715,0.208,0,177,177,0.0,177.0,-,Branch_701-708,SAFE,none,0.00419,1.0064,92.66,0
6261,0.24,11,88,99,0.0,99.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08165,1.08747,92.67,1
632,0.24,9,134,143,0.0,143.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.0098,1.00676,92.42,1
6201,0.24,6,90,96,0.0,96.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00287,1.00601,92.65,1
6321,0.24,12,29,41,0.0,41.0,T4,LV_secondary_T2_T4,SAFE,none,0.00217,1.00578,92.65,0
7481,0.24,15,67,82,0.0,82.0,T8,LV_secondary_T2_T4,SAFE,none,0.00664,1.00641,92.46,0
7691,0.24,0,165,165,0.0,165.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02485,1.00783,92.32,1
748,0.24,7,146,153,76.88,1.990114464099896,T8,Main_735-750,CAUTION,caution,0.01423,1.00726,92.38,1
6211,0.24,0,227,227,0.0,227.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07632,1.07089,92.5,1
7121,0.24,0,115,115,0.0,115.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00496,1.00602,92.72,1
633,0.24,11,201,212,0.0,212.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.08884,1.00776,112.7,1
740,0.24,0,95,95,75.0,1.2666666666666666,T5,Main_735-750,CAUTION,caution,0.00803,1.00641,92.46,1
6212,0.24,11,121,132,0.0,132.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04191,1.04049,92.62,1
7393,0.24,0,156,156,0.0,156.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01302,1.00701,92.4,1
6321,0.24,0,233,233,0.0,233.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01672,1.00755,136.91,1
6231,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.177,1.17157,92.58,1
732,0.24,11,134,145,25.4,5.708661417322835,T4,Main_720-734,CAUTION,caution,0.00979,1.00678,92.42,1
7121,0.24,0,208,208,0.0,208.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00882,1.00649,92.65,1
714,0.208,11,230,241,240.0,1.0041666666666667,T24,Branch_701-708,SAFE,none,0.00539,1.00675,92.62,0
6262,0.24,0,124,124,0.0,124.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11391,1.10848,92.65,1
772,0.208,0,42,42,100.0,0.42,T19,Delta_766-772,SAFE,none,0.00458,1.00599,92.57,0
723,0.24,0,112,112,0.0,112.0,-,Main_720-734,CONSTRAINED,voltage,0.10393,1.0985,92.66,1
740,0.24,0,48,48,75.0,0.64,T5,Main_735-750,SAFE,none,0.0041,1.0059,92.6,0
722,0.24,0,14,14,0.0,14.0,-,Main_720-734,SAFE,none,0.00971,1.00546,92.78,0
7483,0.24,0,176,176,0.0,176.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01709,1.00752,92.35,1
726,0.24,0,183,183,0.0,183.0,-,Main_720-734,CONSTRAINED,voltage,0.16054,1.15511,92.59,1
715,0.208,0,237,237,0.0,237.0,-,Branch_701-708,SAFE,none,0.00556,1.00673,92.62,0
620,0.24,0,40,40,0.0,40.0,T2,LV_secondary_T2_T4,SAFE,none,0.00129,1.00564,92.74,0
6322,0.24,0,103,103,0.0,103.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00762,1.00639,92.46,1
632,0.24,0,121,121,0.0,121.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00892,1.00656,92.44,1
739,0.24,0,70,70,41.1,1.70316301703163,T6,Main_735-750,CAUTION,caution,0.00596,1.00613,92.51,1
6211,0.24,15,95,110,0.0,110.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03312,1.03316,92.64,1
6211,0.24,0,214,214,0.0,214.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07228,1.06685,92.52,1
